frame_len,frame_protocols,eth_src,eth_dst,ip_src,ip_dst,ip_len,ip_flags,tcp_srcport,tcp_dstport,tcp_len,tcp_flags,tcp_retransmission,tcp_rtt,flow_count,flow_final_count,packets,snort_alert,snort_alert_type,LL_dnp3_src,LL_dnp3_dst,LL_dnp3_len,LL_dnp3_ctl,TL_dnp3_tr_ctl,AL_dnp3_al_func,AL_dnp3_al_ctl,AL_dnp3_obj,DNP3 Object Count,DNP3 Objects,AL_Payload,value1,value2,value3,value4,Use_Case
206,1,1,0,2,1,2,1,1,3,2,1,0,0.001076,0,0,0,0,1,3,0,1,0,0,129,13,1,33,0.0,72,-16.0959,46.7789,133.507,127.324,1
72,1,0,1,1,2,6,1,4,1,4,1,0,-1.0,4,1,12,0,1,0,0,0,0,0,129,14,2,32,247.0,44,136.499,46.7789,133.507,127.324,1
196,1,1,0,2,1,1,1,1,4,1,1,0,0.00208,0,0,0,0,1,1,0,2,0,0,129,0,1,38,1.0,74,136.499,46.7789,133.507,127.324,1
42,0,1,0,0,0,0,0,0,0,0,0,0,-1.0,4,1,12,0,1,4,0,3,0,0,129,1,1,42,1.0,23,136.499,46.7789,133.507,120.708,1
60,0,0,1,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2,0,4,0,0,129,3,1,55,2.0,40,136.499,46.2343,133.507,120.708,1
72,1,0,1,1,2,6,1,6,1,4,1,0,-1.0,0,0,0,0,1,3,0,1,0,0,129,14,1,33,0.0,73,136.499,46.2343,132.229,120.708,1
225,1,1,0,2,1,3,1,1,6,3,1,0,0.000267,0,0,0,1,2,1,0,5,0,0,129,1,0,1,1200.0,2,136.499,46.2343,132.229,120.708,1
42,0,1,2,0,0,0,0,0,0,0,0,0,-1.0,8,2,24,0,1,0,0,0,0,0,129,15,2,32,247.0,45,117.898,46.2343,132.229,120.708,1
42,0,1,2,0,0,0,0,0,0,0,0,0,-1.0,4,1,12,0,1,1,0,2,0,0,129,2,1,38,1.0,75,117.898,46.2343,132.229,120.708,1
72,1,0,1,1,2,6,1,5,1,4,1,0,-1.0,0,0,0,0,1,1,0,5,0,0,129,3,0,1,1100.0,5,117.898,46.2343,132.229,120.708,1
239,1,1,0,2,1,4,1,1,5,5,1,0,0.000277,0,0,0,0,1,4,0,3,0,0,129,2,1,42,1.0,22,117.898,46.2343,132.229,114.231,1
42,0,1,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,3,0,5,0,0,129,15,0,1,1001.0,1,117.898,46.2343,132.229,114.231,1
81,1,0,1,1,2,7,1,2,1,7,1,0,-1.0,6,1,18,0,1,2,0,5,0,0,129,4,0,1,2.0,4,117.898,46.2343,132.229,114.231,1
85,1,1,0,2,1,8,1,1,2,8,1,0,0.001035,0,0,0,1,0,2,0,4,0,0,129,5,1,55,2.0,26,117.898,36.9009,132.229,114.231,1
60,0,0,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,3,0,1,0,0,129,0,1,33,9.0,55,117.898,36.9009,929.389,114.231,1
60,0,0,2,0,0,0,0,0,0,0,0,0,-1.0,30,5,90,1,2,4,0,5,0,0,129,3,0,1,1000.0,0,117.898,36.9009,929.389,114.231,1
60,0,0,2,0,0,0,0,0,0,0,0,0,-1.0,6,1,18,1,2,0,0,0,0,0,129,0,2,32,247.0,43,4.39814,36.9009,929.389,114.231,1
72,1,0,1,1,2,6,1,2,1,4,1,0,-1.0,23,4,69,0,1,1,0,2,0,0,129,4,1,38,1.0,76,4.39814,36.9009,929.389,114.231,1
286,1,1,0,2,1,5,1,1,2,6,1,0,0.001526,0,0,0,0,1,4,0,3,0,0,129,4,1,42,1.0,25,4.39814,36.9009,929.389,36.5257,1
42,0,1,2,0,0,0,0,0,0,0,0,0,-1.0,5,1,15,0,1,2,0,5,0,0,129,6,0,1,2.0,4,4.39814,36.9009,929.389,36.5257,1
81,1,0,1,1,2,7,1,5,1,7,1,0,-1.0,0,0,0,0,1,2,0,5,0,0,129,7,0,1,82.0,9,4.39814,36.9009,929.389,36.5257,1
85,1,1,0,2,1,8,1,1,5,8,1,0,0.00097,0,0,0,1,0,4,0,5,0,0,129,5,0,1,1300.0,6,4.39814,36.9009,929.389,36.5257,1
42,0,1,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2,0,4,0,0,129,8,1,55,2.0,27,4.39814,78.6537,929.389,36.5257,1
42,0,1,2,0,0,0,0,0,0,0,0,0,-1.0,5,1,15,0,1,3,0,1,0,0,129,1,1,33,9.0,54,4.39814,78.6537,1002.94,36.5257,1
60,0,0,1,0,0,0,0,0,0,0,0,0,-1.0,5,1,15,0,1,0,0,0,0,0,129,1,2,32,247.0,42,-2.21814,78.6537,1002.94,36.5257,1
42,0,1,0,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,1,0,2,0,0,129,5,1,38,1.0,77,-2.21814,78.6537,1002.94,36.5257,1
72,1,0,1,1,2,6,1,3,1,4,1,0,-1.0,5,1,15,0,1,4,0,3,0,0,129,6,1,42,1.0,12,-2.21814,78.6537,1002.94,1159.47,1
206,1,1,0,2,1,2,1,1,3,2,1,0,0.000489,0,0,0,0,1,1,0,6,0,0,129,6,3,1,1.0,90,-2.21814,78.6537,1002.94,1159.47,1
81,1,0,1,1,2,7,1,2,1,7,1,0,-1.0,4,1,12,0,1,2,0,4,0,0,129,9,1,55,2.0,32,-2.21814,78.7749,1002.94,1159.47,1
85,1,1,0,2,1,8,1,1,2,8,1,0,0.000866,0,0,0,1,0,3,0,1,0,0,129,2,1,33,9.0,49,-2.21814,78.7749,1001.34,1159.47,1
72,1,0,1,1,2,6,1,4,1,4,1,0,-1.0,0,0,0,0,1,0,0,0,0,0,129,2,2,32,255.0,61,-68.1646,78.7749,1001.34,1159.47,1
196,1,1,0,2,1,1,1,1,4,1,1,0,0.00153,0,0,0,0,1,1,0,2,0,0,129,7,1,38,1.0,78,-68.1646,78.7749,1001.34,1159.47,1
72,1,0,1,1,2,6,1,6,1,4,1,0,-1.0,4,1,12,0,1,4,0,3,0,0,129,7,1,42,1.0,16,-68.1646,78.7749,1001.34,1302.03,1
225,1,1,0,2,1,3,1,1,6,3,1,0,0.001548,0,0,0,0,1,2,0,4,0,0,129,10,1,55,2.0,33,-68.1646,79.8822,1001.34,1302.03,1
42,0,1,2,0,0,0,0,0,0,0,0,0,-1.0,8,2,24,0,1,3,0,1,0,0,129,3,1,33,9.0,51,-68.1646,79.8822,1004.7,1302.03,1
42,0,1,2,0,0,0,0,0,0,0,0,0,-1.0,4,1,12,0,1,0,0,0,0,0,129,3,2,32,255.0,60,-66.4319,79.8822,1004.7,1302.03,1
72,1,0,1,1,2,6,1,5,1,4,1,0,-1.0,0,0,0,0,1,1,0,2,0,0,129,8,1,38,1.0,79,-66.4319,79.8822,1004.7,1302.03,1
239,1,1,0,2,1,4,1,1,5,5,1,0,0.000475,0,0,0,0,1,4,0,3,0,0,129,8,1,42,1.0,15,-66.4319,79.8822,1004.7,1303.72,1
42,0,1,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2,0,4,0,0,129,11,1,55,2.0,34,-66.4319,79.8822,1004.7,1303.72,1
81,1,0,1,1,2,7,1,5,1,7,1,0,-1.0,24,4,60,0,1,3,0,1,0,0,129,4,1,33,9.0,53,-66.4319,279.6491270970575,1004.7,1303.72,1
85,1,1,0,2,1,8,1,1,5,8,1,0,0.00197,0,0,0,1,0,0,0,0,0,0,129,4,2,32,255.0,59,-66.4319,279.6491270970575,384.8052315722739,1303.72,1
72,1,0,1,1,2,6,1,2,1,4,1,0,-1.0,28,5,84,0,1,1,0,2,0,0,129,9,1,38,1.0,80,-50.81743885600337,279.6491270970575,384.8052315722739,1303.72,1
286,1,1,0,2,1,5,1,1,2,6,1,0,0.000791,0,0,0,0,1,4,0,3,0,0,129,9,1,42,1.0,14,-50.81743885600337,279.6491270970575,384.8052315722739,1303.72,1
60,0,0,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2,0,4,0,0,129,14,1,55,2.0,19,-50.81743885600337,79.8725,384.8052315722739,567.1986196601943,1
72,1,0,1,1,2,6,1,2,1,4,1,0,-1.0,5,1,15,0,1,3,0,1,0,0,129,13,1,33,0.0,22,-50.81743885600337,79.8725,1005.24,567.1986196601943,1
286,1,1,0,2,1,5,1,1,2,6,1,0,0.000601,0,0,0,0,1,0,0,0,0,0,129,5,2,32,255.0,26,-56.2587,79.8725,1005.24,567.1986196601943,1
60,0,0,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,1,0,5,0,0,129,10,0,1,1200.0,2,-56.2587,79.8725,1005.24,567.1986196601943,1
60,0,0,2,0,0,0,0,0,0,0,0,0,-1.0,4,1,64,0,1,1,0,5,0,0,129,11,0,1,1200.0,2,-56.2587,79.8725,1005.24,567.1986196601943,1
42,0,1,2,0,0,0,0,0,0,0,0,0,-1.0,16,4,48,0,1,1,0,5,0,0,129,12,0,1,1100.0,5,-56.2587,79.8725,1005.24,567.1986196601943,1
72,1,0,1,1,2,6,1,6,1,4,1,0,-1.0,0,0,0,0,1,1,0,2,0,0,129,13,1,38,1.0,35,-56.2587,79.8725,1005.24,567.1986196601943,1
206,1,1,0,2,1,2,1,1,6,2,1,0,0.000739,0,0,0,0,1,3,0,5,0,0,129,14,0,1,1000.0,0,-56.2587,79.8725,1005.24,567.1986196601943,1
42,0,1,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2,0,5,0,0,129,15,0,1,78.0,4,-56.2587,79.8725,1005.24,567.1986196601943,1
42,0,1,2,0,0,0,0,0,0,0,0,0,-1.0,8,2,76,0,1,4,0,3,0,0,129,9,1,42,1.0,12,-56.2587,79.8725,1005.24,1350.55,1
72,1,0,1,1,2,6,1,4,1,4,1,0,-1.0,0,0,0,0,1,4,0,5,0,0,129,10,0,1,1100.0,1,-56.2587,79.8725,1005.24,1350.55,1
196,1,1,0,2,1,1,1,1,4,1,1,0,0.001713,0,0,0,0,1,2,0,4,0,0,129,0,1,55,2.0,18,-56.2587,78.7673,1005.24,1350.55,1
81,1,0,1,1,2,7,1,3,1,7,1,0,-1.0,12,2,36,0,1,3,0,1,0,0,129,15,1,33,8.0,23,-56.2587,78.7673,1003.92,1350.55,1
85,1,1,0,2,1,8,1,1,3,8,1,0,0.001378,0,0,0,1,0,2,0,5,0,0,129,1,0,1,2.0,9,-56.2587,78.7673,1003.92,1350.55,1
42,0,1,0,0,0,0,0,0,0,0,0,0,-1.0,12,2,36,0,1,0,0,0,0,0,129,6,2,32,255.0,25,-56.5545,78.7673,1003.92,1350.55,1
60,0,0,1,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,4,0,5,0,0,129,11,0,1,2.0,6,-56.5545,78.7673,1003.92,1350.55,1
42,0,1,2,0,0,0,0,0,0,0,0,0,-1.0,11,2,33,0,1,1,0,6,0,0,129,14,3,1,1.0,37,-56.5545,78.7673,1003.92,1350.55,1
42,0,1,2,0,0,0,0,0,0,0,0,0,-1.0,5,1,15,0,1,1,0,5,0,0,129,15,0,1,20.0,3,-56.5545,78.7673,1003.92,1350.55,1
42,0,1,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,1,0,2,0,0,129,0,1,38,1.0,34,-56.5545,78.7673,1003.92,1350.55,1
81,1,0,1,1,2,7,1,3,1,7,1,0,-1.0,15,3,45,0,1,4,0,3,0,0,129,12,1,42,1.0,11,-56.5545,78.7673,1003.92,1308.94,1
85,1,1,0,2,1,8,1,1,3,8,1,0,0.000913,0,0,0,1,0,3,0,5,0,0,129,0,0,1,20.0,3,-56.5545,78.7673,1003.92,1308.94,1
60,0,0,1,0,0,0,0,0,0,0,0,0,-1.0,12,3,36,0,1,2,0,4,0,0,129,2,1,55,2.0,16,-56.5545,84.6733,1003.92,1308.94,1
42,0,1,0,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,2,0,5,0,0,129,3,0,1,20.0,3,-56.5545,84.6733,1003.92,1308.94,1
42,0,1,2,0,0,0,0,0,0,0,0,0,-1.0,4,1,12,0,1,3,0,1,0,0,129,1,1,33,0.0,29,-56.5545,84.6733,172.693,1308.94,1
42,0,1,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,4,0,5,0,0,129,13,0,1,1100.0,1,-56.5545,84.6733,172.693,1308.94,1
42,0,1,2,0,0,0,0,0,0,0,0,0,-1.0,4,1,12,0,1,0,0,0,0,0,129,7,2,32,255.0,27,-42.279,84.6733,172.693,1308.94,1
81,1,0,1,1,2,7,1,3,1,7,1,0,-1.0,0,0,0,0,1,4,0,5,0,0,129,14,0,1,2.0,6,-42.279,84.6733,172.693,1308.94,1
85,1,1,0,2,1,8,1,1,3,8,1,0,0.001511,0,0,0,1,0,1,0,5,0,0,129,1,0,1,20.0,7,-42.279,84.6733,172.693,1308.94,1
42,0,1,0,0,0,0,0,0,0,0,0,0,-1.0,18,3,54,0,1,4,0,5,0,0,129,15,0,1,20.0,3,-42.279,84.6733,172.693,1308.94,1
60,0,0,1,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,4,0,5,0,0,129,0,0,1,20.0,7,-42.279,84.6733,172.693,1308.94,1
72,1,0,1,1,2,6,1,3,1,4,1,0,-1.0,0,0,0,0,1,2,0,5,0,0,129,4,0,1,20.0,8,-42.279,84.6733,172.693,1308.94,1
225,1,1,0,2,1,3,1,1,3,3,1,0,0.000976,0,0,0,0,1,1,0,2,0,0,129,2,1,38,1.0,36,-42.279,84.6733,172.693,1308.94,1
81,1,0,1,1,2,7,1,6,1,7,1,0,-1.0,6,1,18,0,1,4,0,3,0,0,129,1,1,42,1.0,14,-42.279,84.6733,172.693,218.677,1
85,1,1,0,2,1,8,1,1,6,8,1,0,0.00052,0,0,0,1,0,2,0,4,0,0,129,5,1,55,2.0,15,-42.279,47.7638,172.693,218.677,1
81,1,0,1,1,2,7,1,2,1,7,1,0,-1.0,11,2,33,0,1,3,0,1,0,0,129,2,1,33,0.0,30,-42.279,47.7638,139.622,218.677,1
85,1,1,0,2,1,8,1,1,2,8,1,0,0.000487,0,0,0,1,0,0,0,0,0,0,129,8,2,32,255.0,28,-13.2316,47.7638,139.622,218.677,1
42,0,1,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,1,0,6,0,0,129,3,3,1,1.0,38,-13.2316,47.7638,139.622,218.677,1
42,0,1,2,0,0,0,0,0,0,0,0,0,-1.0,6,1,31,0,1,1,0,5,0,0,129,4,0,1,1200.0,2,-13.2316,47.7638,139.622,218.677,1
72,1,0,1,1,2,6,1,5,1,4,1,0,-1.0,0,0,0,0,1,3,0,5,0,0,129,3,0,1,1000.0,0,-13.2316,47.7638,139.622,218.677,1
239,1,1,0,2,1,4,1,1,5,5,1,0,0.002103,0,0,0,0,1,1,0,2,0,0,129,5,1,38,1.0,32,-13.2316,47.7638,139.622,218.677,1
42,0,1,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2,0,5,0,0,129,6,0,1,78.0,4,-13.2316,47.7638,139.622,218.677,1
81,1,0,1,1,2,7,1,5,1,7,1,0,-1.0,16,3,61,0,1,4,0,3,0,0,129,2,1,42,1.0,13,-13.2316,47.7638,139.622,83.3154,1
85,1,1,0,2,1,8,1,1,5,8,1,0,0.000819,0,0,0,0,1,4,0,5,0,0,129,3,0,1,1100.0,1,-13.2316,47.7638,139.622,83.3154,1
72,1,0,1,1,2,6,1,2,1,4,1,0,-1.0,0,0,0,0,1,2,0,4,0,0,129,7,1,55,2.0,20,-13.2316,74.3846,139.622,83.3154,1
286,1,1,0,2,1,5,1,1,2,6,1,0,0.001312,0,0,0,1,0,4,0,5,0,0,129,4,0,1,2.0,6,-13.2316,74.3846,139.622,83.3154,1
60,0,0,2,0,0,0,0,0,0,0,0,0,-1.0,8,2,24,1,2,3,0,1,0,0,129,4,1,33,8.0,31,-13.2316,74.3846,995.451,83.3154,1
60,0,0,2,0,0,0,0,0,0,0,0,0,-1.0,4,1,12,1,2,2,0,5,0,0,129,8,0,1,2.0,9,-13.2316,74.3846,995.451,83.3154,1
60,0,0,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,0,0,0,0,0,129,9,2,32,247.0,21,-13.2316,74.3846,995.451,83.3154,1
42,0,1,2,0,0,0,0,0,0,0,0,0,-1.0,4,1,12,1,2,1,0,5,0,0,129,6,0,1,1100.0,5,-50.81743885600337,74.3846,995.451,83.3154,1
72,1,0,1,1,2,6,1,6,1,4,1,0,-1.0,0,0,0,0,1,1,0,6,0,0,129,7,3,1,1.0,37,-50.81743885600337,74.3846,995.451,83.3154,1
206,1,1,0,2,1,2,1,1,6,2,1,0,0.002206,0,0,0,0,1,1,0,2,0,0,129,8,1,38,1.0,33,-50.81743885600337,74.3846,995.451,83.3154,1
42,0,1,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,4,0,3,0,0,129,5,1,42,1.0,10,-50.81743885600337,74.3846,995.451,83.3154,1
81,1,0,1,1,2,7,1,2,1,7,1,0,-1.0,0,0,0,0,1,2,0,4,0,0,129,9,1,55,2.0,17,-50.81743885600337,74.3846,995.451,567.1986196601943,1
85,1,1,0,2,1,8,1,1,2,8,1,0,0.002072,0,0,0,1,0,3,0,1,0,0,129,5,1,33,8.0,24,-50.81743885600337,279.6491270970575,995.451,567.1986196601943,1
42,0,1,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,9,0,5,0,0,129,12,1,42,1.0,25,-50.81743885600337,279.6491270970575,384.8052315722739,1350.54,1
60,0,0,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,8,0,2,0,0,129,4,1,33,0.0,172,-50.81743885600337,279.6491270970575,1005.25,1350.54,1
60,0,0,2,0,0,0,0,0,0,0,0,0,-1.0,5,1,15,1,2,7,0,7,0,0,129,4,1,55,2.0,82,-50.81743885600337,79.8714,1005.25,1350.54,1
60,0,0,2,0,0,0,0,0,0,0,0,0,-1.0,14,3,42,1,2,5,0,3,0,0,129,1,2,36,511.0,234,-50.81743885600337,79.8714,1005.25,1350.54,1
60,0,0,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,6,0,4,0,0,129,12,1,38,1.0,224,-50.81743885600337,79.8714,1005.25,1350.54,1
60,0,0,2,0,0,0,0,0,0,0,0,0,-1.0,4,1,12,1,2,1,0,8,0,0,129,13,1,58,1.0,95,-50.81743885600337,79.8714,1005.25,1350.54,1
42,0,1,2,0,0,0,0,0,0,0,0,0,-1.0,8,2,24,0,1,2,0,1,0,0,129,4,2,32,255.0,188,-56.2611,79.8714,1005.25,1350.54,1
42,0,1,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,3,0,11,0,0,129,3,2,16,15.0,125,-56.2611,79.8714,1005.25,1350.54,1
42,0,1,2,0,0,0,0,0,0,0,0,0,-1.0,5,1,14,0,1,0,0,6,0,0,129,13,1,46,1.0,42,-56.2611,79.8714,1005.25,1350.54,1
72,1,0,1,1,2,11,1,6,1,6,1,0,-1.0,6,1,18,0,1,4,0,0,0,0,129,2,2,28,127.0,145,-56.2611,79.8714,1005.25,1350.54,1
239,1,1,0,2,1,7,1,1,6,7,1,0,0.002359,0,0,0,0,1,9,0,5,0,0,129,13,1,42,1.0,28,-56.2611,79.8714,1005.25,1350.55,1
72,1,0,1,1,2,11,1,4,1,6,1,0,-1.0,0,0,0,0,1,8,0,2,0,0,129,5,1,33,0.0,169,-56.2611,79.8714,1005.24,1350.55,1
206,1,1,0,2,1,4,1,1,4,3,1,0,0.000362,0,0,0,0,1,7,0,7,0,0,129,5,1,55,2.0,85,-56.2611,79.8729,1005.24,1350.55,1
72,1,0,1,1,2,11,1,2,1,6,1,0,-1.0,0,0,0,0,1,5,0,3,0,0,129,2,2,36,511.0,237,-56.2611,79.8729,1005.24,1350.55,1
286,1,1,0,2,1,9,1,1,2,9,1,0,0.000482,0,0,0,0,1,6,0,4,0,0,129,13,1,38,1.0,225,-56.2611,79.8729,1005.24,1350.55,1
72,1,0,1,1,2,11,1,3,1,6,1,0,-1.0,0,0,0,0,1,1,0,8,0,0,129,14,1,58,1.0,96,-56.2611,79.8729,1005.24,1350.55,1
208,1,1,0,2,1,5,1,1,3,4,1,0,0.000342,0,0,0,0,1,2,0,1,0,0,129,5,2,32,255.0,191,-56.2586,79.8729,1005.24,1350.55,1
72,1,0,1,1,2,11,1,8,1,6,1,0,-1.0,12,2,36,0,1,3,0,11,0,0,129,4,2,16,15.0,128,-56.2586,79.8729,1005.24,1350.55,1
225,1,1,0,2,1,6,1,1,8,5,1,0,0.001397,0,0,0,0,1,0,0,6,0,0,129,14,1,46,1.0,39,-56.2586,79.8729,1005.24,1350.55,1
72,1,0,1,1,2,11,1,11,1,6,1,0,-1.0,0,0,0,0,1,4,0,0,0,0,129,3,2,28,127.0,147,-56.2586,79.8729,1005.24,1350.55,1
293,1,1,0,2,1,10,1,1,11,10,1,0,0.001529,0,0,0,0,1,8,0,10,0,0,129,6,3,1,1.0,257,-56.2586,79.8729,1005.24,1350.55,1
42,0,1,0,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,9,0,5,0,0,129,14,1,42,1.0,27,-56.2586,79.8729,1005.24,1350.55,1
60,0,0,1,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,8,0,2,0,0,129,7,1,33,0.0,171,-56.2586,79.8729,1005.24,1350.55,1
60,0,0,1,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,7,0,7,0,0,129,6,1,55,2.0,83,-56.2586,79.8731,1005.24,1350.55,1
42,0,1,0,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,5,0,3,0,0,129,3,2,36,511.0,236,-56.2586,79.8731,1005.24,1350.55,1
60,0,0,2,0,0,0,0,0,0,0,0,0,-1.0,6,1,18,1,2,6,0,4,0,0,129,14,1,38,1.0,227,-56.2586,79.8731,1005.24,1350.55,1
60,0,0,2,0,0,0,0,0,0,0,0,0,-1.0,1,0,2,1,2,1,0,8,0,0,129,15,1,58,1.0,98,-56.2586,79.8731,1005.24,1350.55,1
60,0,0,2,0,0,0,0,0,0,0,0,0,-1.0,6,1,18,0,1,2,0,1,0,0,129,6,2,32,255.0,190,-56.2578,79.8731,1005.24,1350.55,1
72,1,0,1,1,2,11,1,7,1,6,1,0,-1.0,0,0,0,0,1,3,0,11,0,0,129,5,2,16,15.0,127,-56.2578,79.8731,1005.24,1350.55,1
196,1,1,0,2,1,3,1,1,7,2,1,0,0.000368,0,0,0,1,2,0,0,6,0,0,129,15,1,46,1.0,41,-56.2578,79.8731,1005.24,1350.55,1
72,1,0,1,1,2,11,1,5,1,6,1,0,-1.0,0,0,0,0,1,4,0,0,0,0,129,4,2,28,127.0,146,-56.2578,79.8731,1005.24,1350.55,1
142,1,1,0,2,1,1,1,1,5,15,1,0,0.000443,0,0,0,0,1,6,0,10,0,0,129,15,3,1,4.0,259,-56.2578,79.8731,1005.24,1350.55,1
72,1,0,1,1,2,11,1,10,1,6,1,0,-1.0,5,1,15,0,1,9,0,5,0,0,129,15,1,42,1.0,26,-56.2578,79.8731,1005.24,1350.55,1
253,1,1,0,2,1,8,1,1,10,8,1,0,0.001326,0,0,0,0,1,8,0,2,0,0,129,8,1,33,0.0,170,-56.2578,79.8731,1005.24,1350.55,1
42,0,1,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,7,0,7,0,0,129,7,1,55,2.0,84,-56.2578,79.8731,1005.24,1350.55,1
72,1,0,1,1,2,11,1,9,1,6,1,0,-1.0,0,0,0,0,1,5,0,3,0,0,129,4,2,36,511.0,235,-56.2578,79.8731,1005.24,1350.55,1
182,1,1,0,2,1,2,1,1,9,1,1,0,0.002157,0,0,0,0,1,6,0,4,0,0,129,0,1,38,1.0,226,-56.2578,79.8731,1005.24,1350.55,1
42,0,1,2,0,0,0,0,0,0,0,0,0,-1.0,5,1,15,0,1,1,0,8,0,0,129,0,1,58,1.0,97,-56.2578,79.8731,1005.24,1350.55,1
42,0,1,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2,0,1,0,0,129,7,2,32,255.0,189,-56.2576,79.8731,1005.24,1350.55,1
42,0,1,2,0,0,0,0,0,0,0,0,0,-1.0,31,7,93,0,1,3,0,11,0,0,129,6,2,16,15.0,126,-56.2576,79.8731,1005.24,1350.55,1
42,0,1,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,6,0,9,0,0,129,1,0,1,1205.0,2,-56.2576,79.8731,1005.24,1350.55,1
42,0,1,2,0,0,0,0,0,0,0,0,0,-1.0,4,1,12,0,1,0,0,6,0,0,129,0,1,46,1.0,40,-56.2576,79.8731,1005.24,1350.55,1
72,1,0,1,1,2,11,1,6,1,6,1,0,-1.0,6,1,18,0,1,4,0,0,0,0,129,5,2,28,127.0,148,-56.2576,79.8731,1005.24,1350.55,1
239,1,1,0,2,1,7,1,1,6,7,1,0,0.001411,0,0,0,0,1,6,0,9,0,0,129,2,0,1,1111.0,9,-56.2576,79.8731,1005.24,1350.55,1
72,1,0,1,1,2,11,1,4,1,6,1,0,-1.0,0,0,0,0,1,9,0,5,0,0,129,0,1,42,1.0,29,-56.2576,79.8731,1005.24,1350.55,1
206,1,1,0,2,1,4,1,1,4,3,1,0,0.001477,0,0,0,0,1,8,0,2,0,0,129,9,1,33,0.0,168,-56.2576,79.8731,1005.34,1350.55,1
72,1,0,1,1,2,11,1,2,1,6,1,0,-1.0,0,0,0,0,1,7,0,7,0,0,129,8,1,55,2.0,81,-56.2576,79.8885,1005.34,1350.55,1
286,1,1,0,2,1,9,1,1,2,9,1,0,0.001619,0,0,0,0,1,5,0,3,0,0,129,5,2,36,511.0,240,-56.2576,79.8885,1005.34,1350.55,1
72,1,0,1,1,2,11,1,3,1,6,1,0,-1.0,0,0,0,0,1,6,0,4,0,0,129,3,1,38,1.0,223,-56.2576,79.8885,1005.34,1350.55,1
208,1,1,0,2,1,5,1,1,3,4,1,0,0.001452,0,0,0,0,1,1,0,8,0,0,129,1,1,58,1.0,94,-56.2576,79.8885,1005.34,1350.55,1
72,1,0,1,1,2,11,1,8,1,6,1,0,-1.0,12,2,36,0,1,2,0,1,0,0,129,8,2,32,255.0,192,-56.3588,79.8885,1005.34,1350.55,1
225,1,1,0,2,1,6,1,1,8,5,1,0,0.001481,0,0,0,0,1,3,0,11,0,0,129,7,2,16,15.0,129,-56.3588,79.8885,1005.34,1350.55,1
72,1,0,1,1,2,11,1,11,1,6,1,0,-1.0,0,0,0,0,1,0,0,6,0,0,129,1,1,46,1.0,44,-56.3588,79.8885,1005.34,1350.55,1
293,1,1,0,2,1,10,1,1,11,10,1,0,0.001484,0,0,0,0,1,4,0,0,0,0,129,6,2,28,127.0,149,-56.3588,79.8885,1005.34,1350.55,1
60,0,0,2,0,0,0,0,0,0,0,0,0,-1.0,12,2,36,1,2,8,0,9,0,0,129,10,0,1,1001.0,0,-56.3588,79.8885,1005.34,1350.55,1
72,1,0,1,1,2,11,1,7,1,6,1,0,-1.0,0,0,0,0,1,7,0,9,0,0,129,9,0,1,2.0,5,-56.3588,79.8885,1005.34,1350.55,1
196,1,1,0,2,1,3,1,1,7,2,1,0,0.000515,0,0,0,0,1,9,0,5,0,0,129,1,1,42,1.0,30,-56.3588,79.8885,1005.34,1350.55,1
72,1,0,1,1,2,11,1,5,1,6,1,0,-1.0,0,0,0,0,1,8,0,2,0,0,129,11,1,33,9.0,167,-56.3588,79.8885,1001.97,1350.55,1
142,1,1,0,2,1,1,1,1,5,15,1,0,0.000701,0,0,0,0,1,7,0,7,0,0,129,10,1,55,2.0,80,-56.3588,79.7903,1001.97,1350.55,1
