Unnamed: 0,frame_len,frame_protocols,eth_src,eth_dst,ip_src,ip_dst,ip_len,ip_flags,tcp_srcport,tcp_dstport,tcp_len,tcp_flags,tcp_retransmission,tcp_rtt,flow_count,flow_final_count,packets,snort_alert,snort_alert_type,Time,LL_dnp3_src,LL_dnp3_dst,LL_dnp3_len,LL_dnp3_ctl,TL_dnp3_tr_ctl,AL_dnp3_al_func,AL_dnp3_al_ctl,AL_dnp3_obj,DNP3 Object Count,DNP3 Objects,AL_Payload,value1,value2,value3,value4,Use_Case
371,89,1,0,2,1,2,12,1,3,1,11,1,0,-1.0,12,2,36,0,1,2020-10-17 16:06:45.736215115,6,0,4,0,0,129,6,0,38,1.0,146,-168.847,-95.3532,-285.106,-137.685,UC1
372,91,1,2,0,2,1,13,1,1,3,12,1,0,0.001271,0,0,0,1,0,2020-10-17 16:06:45.776237011,1,0,8,0,0,129,7,0,58,1.0,76,-168.847,-95.3532,-285.106,-137.665,UC1
373,72,1,0,2,1,2,11,1,4,1,6,1,0,-1.0,0,0,0,0,1,2020-10-17 16:06:49.153171062,2,0,1,0,0,129,14,1,32,255.0,116,-168.847,-95.3532,-285.106,-137.665,UC1
374,286,1,2,0,2,1,9,1,1,4,9,1,0,0.000459,0,0,0,0,1,2020-10-17 16:06:49.353174925,3,0,10,0,0,129,13,1,16,15.0,81,-168.834,-95.3532,-285.106,-137.665,UC1
375,60,0,0,3,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,2020-10-17 16:06:51.395251036,0,0,6,0,0,129,7,0,46,1.0,32,-168.834,-95.3532,-285.085,-137.665,UC1
376,72,1,0,2,1,2,11,1,11,1,6,1,0,-1.0,6,1,18,0,1,2020-10-17 16:06:52.552182913,4,0,0,0,0,129,12,1,28,127.0,101,-168.834,-95.3198,-285.085,-137.665,UC1
377,293,1,2,0,2,1,10,1,1,11,10,1,0,0.000438,0,0,0,0,1,2020-10-17 16:07:11.079258919,9,0,5,0,0,129,7,0,42,1.0,10,-168.834,-95.3198,-285.085,-137.665,UC1
378,60,0,0,3,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 16:07:11.411226988,8,0,2,0,0,129,15,0,33,0.0,128,-168.834,-95.3198,-285.085,-137.665,UC1
379,72,1,0,2,1,2,11,1,3,1,6,1,0,-1.0,0,0,0,0,1,2020-10-17 16:07:11.459269047,7,0,7,0,0,129,15,0,55,2.0,46,-168.834,-95.3198,-285.085,-137.665,UC1
380,206,1,2,0,2,1,4,1,1,3,3,1,0,0.000461,0,0,0,1,2,2020-10-17 16:07:12.043209076,5,0,3,0,0,129,12,1,36,511.0,153,-168.834,-95.3198,-285.085,-137.665,UC1
381,60,0,0,3,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,2020-10-17 16:07:15.888221025,6,0,4,0,0,129,7,0,38,1.0,145,-168.834,-95.3198,-285.085,-137.665,UC1
382,72,1,0,2,1,2,11,1,8,1,6,1,0,-1.0,6,1,18,0,1,2020-10-17 16:07:15.928235054,1,0,8,0,0,129,8,0,58,1.0,75,-168.834,-95.3198,-285.085,-137.659,UC1
383,225,1,2,0,2,1,6,1,1,8,5,1,0,0.000543,0,0,0,0,1,2020-10-17 16:07:19.305159092,2,0,1,0,0,129,15,1,32,255.0,115,-168.834,-95.3198,-285.085,-137.659,UC1
384,42,0,2,3,0,0,0,0,0,0,0,0,0,-1.0,11,2,33,0,1,2020-10-17 16:07:19.504163979,3,0,10,0,0,129,14,1,16,15.0,80,-168.834,-95.3198,-285.085,-137.659,UC1
385,42,0,2,3,0,0,0,0,0,0,0,0,0,-1.0,5,1,15,0,1,2020-10-17 16:07:21.546278000,0,0,6,0,0,129,8,0,46,1.0,34,,-95.3198,-285.085,-137.659,UC1
386,42,0,2,3,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 16:07:22.704174995,4,0,0,0,0,129,13,1,28,127.0,100,,-95.3198,,-137.659,UC1
387,72,1,0,2,1,2,11,1,10,1,6,1,0,-1.0,0,0,0,0,1,2020-10-17 16:07:41.232320070,9,0,5,0,0,129,8,0,42,1.0,11,,,,-137.659,UC1
388,253,1,2,0,2,1,8,1,1,10,8,1,0,0.001768,0,0,0,0,1,2020-10-17 16:07:41.564263105,8,0,2,0,0,129,0,0,33,0.0,127,,,,-137.659,UC1
389,72,1,0,2,1,2,11,1,9,1,6,1,0,-1.0,5,1,15,0,1,2020-10-17 16:07:41.612323046,7,0,7,0,0,129,0,0,55,2.0,45,,,,-137.659,UC1
390,182,1,2,0,2,1,2,1,1,9,1,1,0,0.001591,0,0,0,0,1,2020-10-17 16:07:42.196238995,5,0,3,0,0,129,13,1,36,511.0,152,,,,-137.659,UC1
391,72,1,0,2,1,2,11,1,2,1,6,1,0,-1.0,0,0,0,0,1,2020-10-17 16:07:46.041260004,6,0,4,0,0,129,8,0,38,1.0,144,,,,-137.659,UC1
392,208,1,2,0,2,1,5,1,1,2,4,1,0,0.001554,0,0,0,0,1,2020-10-17 16:07:46.081281900,1,0,8,0,0,129,9,0,58,1.0,74,,,,-137.659,UC1
0,60,0,0,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 18:17:32.374870062,0,0,5,0,0,129,4,1,46,1.0,17,,,-197.575,,UC1
1,60,0,0,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 18:17:33.048784018,2,0,0,0,0,129,5,2,32,255.0,64,,,-197.575,,UC1
2,60,0,0,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 18:17:39.821826935,6,0,6,0,0,129,6,1,55,2.0,33,,,-197.575,,UC1
3,72,1,0,1,1,2,10,1,8,1,5,1,0,-1.0,0,0,0,0,1,2020-10-17 18:17:52.202846050,5,0,3,0,0,129,7,1,38,1.0,92,,,-197.575,,UC1
4,253,1,2,0,2,1,7,1,1,8,7,1,0,0.001869,0,0,0,0,1,2020-10-17 18:17:53.572822094,3,0,10,0,0,129,5,2,16,15.0,46,-125.309,,-197.575,,UC1
5,72,1,0,1,1,2,10,1,2,1,5,1,0,-1.0,0,0,0,0,1,2020-10-17 18:17:54.601877928,2,0,0,0,0,129,4,2,32,255.0,63,-125.309,,-197.575,,UC1
6,196,1,2,0,2,1,2,1,1,2,1,1,0,0.0008,0,0,0,0,1,2020-10-17 18:18:00.320858002,7,0,1,0,0,129,6,1,33,0.0,57,-125.309,,-197.575,,UC1
7,42,0,2,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 18:18:00.764755964,5,0,9,0,0,129,8,3,1,3.0,103,-125.309,,-197.575,,UC1
8,42,0,2,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 18:18:05.113917112,1,0,7,0,0,129,5,1,58,1.0,36,-125.309,,-197.575,-125.49,UC1
9,42,0,2,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 18:18:16.209799051,5,0,9,0,0,129,9,3,1,4.0,105,-125.309,,-197.575,-125.49,UC1
10,72,1,0,1,1,2,10,1,3,1,5,1,0,-1.0,0,0,0,0,1,2020-10-17 18:18:18.511884927,4,0,2,0,0,129,5,2,36,511.0,95,-125.309,,-197.575,-125.49,UC1
11,286,1,2,0,2,1,8,1,1,3,8,1,0,0.000919,0,0,0,0,1,2020-10-17 18:18:19.698851109,8,0,4,0,0,129,7,1,42,1.0,7,-125.309,,-197.575,-125.49,UC1
12,42,0,2,0,0,0,0,0,0,0,0,0,0,-1.0,12,4,33,0,1,2020-10-17 18:18:31.240823984,6,0,9,0,0,129,7,3,1,0.0,99,-125.309,,-197.575,-125.49,UC1
13,60,0,0,1,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,2020-10-17 18:18:32.526887894,0,0,5,0,0,129,5,1,46,1.0,16,-125.309,,-197.574,-125.49,UC1
14,42,0,2,2,0,0,0,0,0,0,0,0,0,-1.0,3,1,9,0,1,2020-10-17 18:18:33.200848103,2,0,0,0,0,129,6,2,32,255.0,62,-125.309,,-197.574,-125.49,UC1
15,42,0,2,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 18:18:39.973808050,6,0,6,0,0,129,8,1,55,2.0,34,-125.309,,-197.574,-125.49,UC1
16,42,0,2,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 18:18:45.208831072,7,0,9,0,0,129,7,3,1,1.0,101,-125.309,,-197.574,-125.49,UC1
17,42,0,2,2,0,0,0,0,0,0,0,0,0,-1.0,3,1,9,0,1,2020-10-17 18:18:52.354775906,5,0,3,0,0,129,10,1,38,1.0,93,-125.309,,-197.574,-125.49,UC1
18,42,0,2,2,0,0,0,0,0,0,0,0,0,-1.0,3,1,9,0,1,2020-10-17 18:18:53.724853992,3,0,10,0,0,129,6,2,16,15.0,45,-125.309,,-197.574,-125.49,UC1
19,42,0,2,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 18:18:54.754884005,2,0,0,0,0,129,5,2,32,255.0,61,-125.309,,-197.574,-125.49,UC1
20,72,1,0,1,1,2,10,1,5,1,5,1,0,-1.0,3,1,9,0,1,2020-10-17 18:19:00.472800970,7,0,1,0,0,129,8,1,33,0.0,56,-125.309,,-197.574,-125.49,UC1
21,225,1,2,0,2,1,5,1,1,5,4,1,0,0.000926,0,0,0,0,1,2020-10-17 18:19:05.266844988,1,0,7,0,0,129,6,1,58,1.0,35,-125.309,,-197.574,-125.49,UC1
22,42,0,2,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 18:19:10.186789989,6,0,8,0,0,129,9,0,1,78.0,2,-125.309,,-197.574,-125.49,UC1
23,42,0,2,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 18:19:18.663839102,4,0,2,0,0,129,6,2,36,511.0,96,-125.309,,-197.574,-125.49,UC1
24,72,1,0,1,1,2,10,1,4,1,5,1,0,-1.0,0,0,0,0,1,2020-10-17 18:19:19.851768017,8,0,4,0,0,129,8,1,42,1.0,8,-125.309,,-197.574,-125.49,UC1
25,142,1,2,0,2,1,1,1,1,4,14,1,0,0.001006,0,0,0,0,1,2020-10-17 18:19:20.884779930,6,0,8,0,0,129,10,0,1,78.0,5,-125.309,,-197.574,-125.49,UC1
26,42,0,2,2,0,0,0,0,0,0,0,0,0,-1.0,6,2,57,0,1,2020-10-17 18:19:32.679850101,0,0,5,0,0,129,6,1,46,1.0,18,-125.309,,-197.703,-125.49,UC1
27,72,1,0,1,1,2,10,1,11,1,5,1,0,-1.0,0,0,0,0,1,2020-10-17 18:19:33.353780985,2,0,0,0,0,129,7,2,32,255.0,65,-125.309,,-197.703,-125.49,UC1
28,196,1,2,0,2,1,2,1,1,11,1,1,0,0.002088,0,0,0,0,1,2020-10-17 18:19:36.091744900,5,0,8,0,0,129,11,0,1,1200.0,1,-125.309,,-197.703,-125.49,UC1
29,42,0,2,2,0,0,0,0,0,0,0,0,0,-1.0,3,1,48,0,1,2020-10-17 18:19:40.125821114,6,0,6,0,0,129,11,1,55,2.0,32,-125.309,,-197.703,-125.49,UC1
30,42,0,2,2,0,0,0,0,0,0,0,0,0,-1.0,3,1,9,0,1,2020-10-17 18:19:44.649768114,5,0,8,0,0,129,12,0,1,1100.0,3,-125.309,,-197.703,-125.49,UC1
31,42,0,2,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 18:19:52.304764986,8,0,8,0,0,129,9,0,1,1000.0,0,-125.309,,-197.703,-125.49,UC1
32,42,0,2,2,0,0,0,0,0,0,0,0,0,-1.0,3,1,9,0,1,2020-10-17 18:19:52.506755113,5,0,3,0,0,129,13,1,38,1.0,91,-125.309,,-197.703,-125.49,UC1
33,42,0,2,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 18:19:53.876804113,3,0,10,0,0,129,7,2,16,15.0,44,-124.279,,-197.703,-125.49,UC1
34,72,1,0,1,1,2,10,1,6,1,5,1,0,-1.0,3,1,9,0,1,2020-10-17 18:19:54.906847954,2,0,0,0,0,129,6,2,32,255.0,60,-124.279,,-197.703,-125.49,UC1
35,206,1,2,0,2,1,3,1,1,6,2,1,0,0.002234,0,0,0,0,1,2020-10-17 18:19:58.345792055,8,0,8,0,0,129,10,0,1,1300.0,4,-124.279,,-197.703,-125.49,UC1
36,42,0,2,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 18:20:00.624790907,7,0,1,0,0,129,9,1,33,0.0,58,-124.279,,-197.703,-125.49,UC1
37,89,1,0,1,1,2,13,1,5,1,12,1,0,-1.0,0,0,0,0,1,2020-10-17 18:20:05.419858932,1,0,7,0,0,129,7,1,58,1.0,37,-124.279,,-197.703,-125.188,UC1
38,91,1,2,0,2,1,14,1,1,5,13,1,0,0.001792,0,0,0,1,0,2020-10-17 18:20:10.251775980,7,0,8,0,0,129,10,0,1,1000.0,0,-124.279,,-197.703,-125.188,UC1
39,72,1,0,1,1,2,10,1,9,1,5,1,0,-1.0,9,3,66,0,1,2020-10-17 18:20:18.815845013,4,0,2,0,0,129,7,2,36,511.0,94,-124.279,,-197.703,-125.188,UC1
40,293,1,2,0,2,1,9,1,1,9,9,1,0,0.001077,0,0,0,0,1,2020-10-17 18:20:20.003782988,8,0,4,0,0,129,11,1,42,1.0,6,-124.279,,-197.703,-125.188,UC1
41,42,0,2,2,0,0,0,0,0,0,0,0,0,-1.0,6,2,57,0,1,2020-10-17 18:20:32.904871941,0,0,5,0,0,129,7,1,46,1.0,19,-124.279,,-194.283,-125.188,UC1
42,42,0,2,2,0,0,0,0,0,0,0,0,0,-1.0,3,1,9,0,1,2020-10-17 18:20:33.583781958,2,0,0,0,0,129,8,2,32,255.0,59,-124.279,,-194.283,-125.188,UC1
43,42,0,2,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 18:20:36.021745920,5,0,9,0,0,129,14,3,1,3.0,104,-124.279,,-194.283,-125.188,UC1
44,89,1,0,1,1,2,13,1,5,1,12,1,0,-1.0,18,3,54,0,1,2020-10-17 18:20:40.276798010,6,0,6,0,0,129,12,1,55,2.0,31,-124.279,,-194.283,-125.188,UC1
45,91,1,2,0,2,1,14,1,1,5,13,1,0,0.002071,0,0,0,1,0,2020-10-17 18:20:51.071787119,5,0,9,0,0,129,15,3,1,4.0,106,-124.279,,-194.283,-125.188,UC1
46,72,1,0,1,1,2,10,1,7,1,5,1,0,-1.0,12,2,36,0,1,2020-10-17 18:20:52.728760004,5,0,3,0,0,129,0,1,38,1.0,84,-124.279,,-194.283,-125.188,UC1
47,208,1,2,0,2,1,4,1,1,7,3,1,0,0.002325,0,0,0,0,1,2020-10-17 18:20:54.028831005,3,0,10,0,0,129,8,2,16,15.0,47,-167.641,,-194.283,-125.188,UC1
48,72,1,0,1,1,2,10,1,10,1,5,1,0,-1.0,0,0,0,0,1,2020-10-17 18:20:55.059843063,2,0,0,0,0,129,7,2,32,255.0,66,-167.641,,-194.283,-125.188,UC1
49,239,1,2,0,2,1,6,1,1,10,6,1,0,0.001232,0,0,0,0,1,2020-10-17 18:21:00.855797052,7,0,1,0,0,129,11,1,33,8.0,78,-167.641,,-194.283,-125.188,UC1
50,42,0,2,0,0,0,0,0,0,0,0,0,0,-1.0,10,2,95,0,1,2020-10-17 18:21:05.640861988,1,0,7,0,0,129,8,1,58,1.0,41,-167.641,,-194.283,-137.469,UC1
51,60,0,0,1,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 18:21:06.500771999,7,0,9,0,0,129,12,3,1,1.0,102,-167.641,,-194.283,-137.469,UC1
52,42,0,2,0,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 18:21:19.034837008,4,0,2,0,0,129,8,2,36,503.0,88,-167.641,,-194.283,-137.469,UC1
53,60,0,0,1,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,2020-10-17 18:21:20.224776983,8,0,4,0,0,129,12,1,42,1.0,9,-167.641,,-194.283,-137.469,UC1
54,42,0,2,2,0,0,0,0,0,0,0,0,0,-1.0,5,1,15,0,1,2020-10-17 18:21:33.231906891,0,0,5,0,0,129,8,1,46,1.0,23,-167.641,,-545.547,-137.469,UC1
55,42,0,2,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 18:21:33.877830029,2,0,0,0,0,129,9,2,32,255.0,74,-167.641,,-545.547,-137.469,UC1
56,42,0,2,2,0,0,0,0,0,0,0,0,0,-1.0,5,1,15,0,1,2020-10-17 18:21:40.503802061,6,0,6,0,0,129,13,1,55,2.0,26,-167.641,,-545.547,-137.469,UC1
57,89,1,0,1,1,2,13,1,3,1,12,1,0,-1.0,14,3,42,0,1,2020-10-17 18:21:49.143788099,7,0,9,0,0,129,13,3,1,1.0,102,-167.641,,-545.547,-137.469,UC1
58,91,1,2,0,2,1,14,1,1,3,13,1,0,0.000907,0,0,0,1,0,2020-10-17 18:21:52.952827930,5,0,3,0,0,129,1,1,38,1.0,82,-167.641,,-545.547,-137.469,UC1
59,72,1,0,1,1,2,10,1,8,1,5,1,0,-1.0,4,1,12,0,1,2020-10-17 18:21:54.276776075,3,0,10,0,0,129,9,2,16,15.0,50,-361.876,,-545.547,-137.469,UC1
60,253,1,2,0,2,1,7,1,1,8,7,1,0,0.001496,0,0,0,0,1,2020-10-17 18:21:55.288836956,2,0,0,0,0,129,8,2,32,255.0,75,-361.876,,-545.547,-137.469,UC1
61,72,1,0,1,1,2,10,1,2,1,5,1,0,-1.0,4,1,64,0,1,2020-10-17 18:22:01.160809040,7,0,1,0,0,129,14,1,33,8.0,55,-361.876,,-545.547,-137.469,UC1
62,196,1,2,0,2,1,2,1,1,2,1,1,0,0.001256,0,0,0,0,1,2020-10-17 18:22:05.939867973,1,0,7,0,0,129,9,1,58,1.0,40,-361.876,,-545.547,-172.109,UC1
63,60,0,0,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,2020-10-17 18:22:19.332890034,4,0,2,0,0,129,9,2,36,503.0,89,-361.876,,-545.547,-172.109,UC1
64,60,0,0,2,0,0,0,0,0,0,0,0,0,-1.0,4,1,12,1,2,2020-10-17 18:22:20.531814098,8,0,4,0,0,129,13,1,42,1.0,11,-361.876,,-545.547,-172.109,UC1
65,60,0,0,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,2020-10-17 18:22:33.545922995,0,0,5,0,0,129,9,1,46,1.0,24,-361.876,,-545.478,-172.109,UC1
66,42,0,2,2,0,0,0,0,0,0,0,0,0,-1.0,4,1,12,0,1,2020-10-17 18:22:34.175822973,2,0,0,0,0,129,10,2,32,255.0,76,-361.876,,-545.478,-172.109,UC1
67,42,0,2,2,0,0,0,0,0,0,0,0,0,-1.0,4,1,12,0,1,2020-10-17 18:22:43.872874975,6,0,6,0,0,129,1,1,55,2.0,27,-361.876,,-545.478,-172.109,UC1
68,42,0,2,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 18:22:44.572983027,6,0,6,0,0,129,3,1,55,2.0,28,-361.876,,-545.478,-172.109,UC1
69,72,1,0,1,1,2,10,1,3,1,5,1,0,-1.0,0,0,0,0,1,2020-10-17 18:22:53.195831060,5,0,3,0,0,129,2,1,38,1.0,83,-361.876,,-545.478,-172.109,UC1
70,286,1,2,0,2,1,8,1,1,3,8,1,0,0.00141,0,0,0,0,1,2020-10-17 18:22:54.507817030,3,0,10,0,0,129,10,2,16,15.0,51,-361.881,,-545.478,-172.109,UC1
71,60,0,0,2,0,0,0,0,0,0,0,0,0,-1.0,6,1,18,1,2,2020-10-17 18:22:55.491867065,6,0,9,0,0,129,4,3,1,0.0,100,-361.881,,-545.478,-172.109,UC1
72,60,0,0,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,2020-10-17 18:22:55.523840904,2,0,0,0,0,129,9,2,32,255.0,77,-361.881,,-545.478,-172.109,UC1
73,60,0,0,2,0,0,0,0,0,0,0,0,0,-1.0,6,1,18,1,2,2020-10-17 18:23:01.387825966,7,0,1,0,0,129,15,1,33,8.0,54,-361.881,,-545.478,-172.109,UC1
74,89,1,0,1,1,2,13,1,6,1,12,1,0,-1.0,6,1,18,0,1,2020-10-17 18:23:05.734889984,6,0,9,0,0,129,5,3,1,0.0,100,-361.881,,-545.478,-172.109,UC1
75,91,1,2,0,2,1,14,1,1,6,13,1,0,0.000476,0,0,0,1,0,2020-10-17 18:23:06.240868092,1,0,7,0,0,129,10,1,58,1.0,39,-361.881,,-545.478,-173.527,UC1
76,60,0,0,2,0,0,0,0,0,0,0,0,0,-1.0,15,2,70,1,2,2020-10-17 18:23:19.565864086,4,0,2,0,0,129,10,2,36,503.0,86,-361.881,,-545.478,-173.527,UC1
77,60,0,0,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,2020-10-17 18:23:20.760814905,8,0,4,0,0,129,14,1,42,1.0,10,-361.881,,-545.478,-173.527,UC1
78,42,0,2,0,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 18:23:33.767896891,0,0,5,0,0,129,10,1,46,1.0,15,-361.881,,-554.472,-173.527,UC1
79,60,0,0,1,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,2020-10-17 18:23:34.399903059,2,0,0,0,0,129,11,2,32,255.0,72,-361.881,,-554.472,-173.527,UC1
80,60,0,0,2,0,0,0,0,0,0,0,0,0,-1.0,5,1,15,1,2,2020-10-17 18:23:44.871933937,6,0,6,0,0,129,6,1,55,2.0,25,-361.881,,-554.472,-173.527,UC1
81,72,1,0,1,1,2,10,1,5,1,5,1,0,-1.0,5,1,15,0,1,2020-10-17 18:23:53.440109015,5,0,3,0,0,129,3,1,38,1.0,81,-361.881,,-554.472,-173.527,UC1
82,225,1,2,0,2,1,5,1,1,5,4,1,0,0.000389,0,0,0,0,1,2020-10-17 18:23:54.735862017,3,0,10,0,0,129,11,2,16,15.0,52,-374.688,,-554.472,-173.527,UC1
83,42,0,2,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 18:23:55.763879061,2,0,0,0,0,129,10,2,32,255.0,73,-374.688,,-554.472,-173.527,UC1
84,42,0,2,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 18:24:01.616818905,7,0,1,0,0,129,0,1,33,8.0,53,-374.688,,-554.472,-173.527,UC1
85,72,1,0,1,1,2,10,1,4,1,5,1,0,-1.0,0,0,0,0,1,2020-10-17 18:24:06.472847939,1,0,7,0,0,129,11,1,58,1.0,38,-374.688,,-554.472,-173.53,UC1
86,142,1,2,0,2,1,1,1,1,4,14,1,0,0.001598,0,0,0,0,1,2020-10-17 18:24:17.274816990,5,0,9,0,0,129,4,3,1,3.0,103,-374.688,,-554.472,-173.53,UC1
87,42,0,2,2,0,0,0,0,0,0,0,0,0,-1.0,5,1,15,0,1,2020-10-17 18:24:19.790950060,4,0,2,0,0,129,11,2,36,503.0,87,-374.688,,-554.472,-173.53,UC1
88,72,1,0,1,1,2,10,1,11,1,5,1,0,-1.0,0,0,0,0,1,2020-10-17 18:24:20.984816074,8,0,4,0,0,129,15,1,42,1.0,12,-374.688,,-554.472,-173.53,UC1
89,196,1,2,0,2,1,2,1,1,11,1,1,0,0.001527,0,0,0,0,1,2020-10-17 18:24:24.400875092,7,0,9,0,0,129,1,3,1,1.0,101,-374.688,,-554.472,-173.53,UC1
90,72,1,0,1,1,2,10,1,6,1,5,1,0,-1.0,16,3,46,0,1,2020-10-17 18:24:30.982897043,6,0,9,0,0,129,7,3,1,0.0,99,-374.688,,-554.472,-173.53,UC1
91,206,1,2,0,2,1,3,1,1,6,2,1,0,0.000643,0,0,0,0,1,2020-10-17 18:24:34.008897066,0,0,5,0,0,129,11,1,46,1.0,21,-374.688,,-281.566,-173.53,UC1
92,42,0,2,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 18:24:34.628823042,2,0,0,0,0,129,12,2,32,255.0,71,-374.688,,-281.566,-173.53,UC1
93,42,0,2,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 18:24:45.100893974,6,0,6,0,0,129,8,1,55,2.0,30,-374.688,,-281.566,-173.53,UC1
94,42,0,2,2,0,0,0,0,0,0,0,0,0,-1.0,4,1,12,0,1,2020-10-17 18:24:53.673758984,5,0,3,0,0,129,5,1,38,1.0,85,-374.688,,-281.566,-173.53,UC1
95,60,0,0,2,0,0,0,0,0,0,0,0,0,-1.0,4,1,12,1,2,2020-10-17 18:24:54.964819908,3,0,10,0,0,129,12,2,16,15.0,49,-168.111,,-281.566,-173.53,UC1
96,72,1,0,1,1,2,10,1,9,1,5,1,0,-1.0,0,0,0,0,1,2020-10-17 18:24:56.010885000,2,0,0,0,0,129,11,2,32,255.0,70,-168.111,,-281.566,-173.53,UC1
97,293,1,2,0,2,1,9,1,1,9,9,1,0,0.001588,0,0,0,0,1,2020-10-17 18:24:59.023751020,5,0,9,0,0,129,6,3,1,4.0,105,-168.111,,-281.566,-173.53,UC1
98,60,0,0,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,2020-10-17 18:25:01.768778086,7,0,1,0,0,129,2,1,33,8.0,80,-168.111,,-281.566,-173.53,UC1
99,60,0,0,2,0,0,0,0,0,0,0,0,0,-1.0,4,1,12,1,2,2020-10-17 18:25:06.623868942,1,0,7,0,0,129,12,1,58,1.0,43,-168.111,,-281.566,-137.408,UC1
100,42,0,2,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 18:25:19.943876028,4,0,2,0,0,129,12,2,36,511.0,98,-168.111,,-281.566,-137.408,UC1
101,42,0,2,2,0,0,0,0,0,0,0,0,0,-1.0,4,1,12,0,1,2020-10-17 18:25:21.135955095,8,0,4,0,0,129,0,1,42,1.0,13,-168.111,,-281.566,-137.408,UC1
102,42,0,2,2,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,2020-10-17 18:25:34.161887884,0,0,5,0,0,129,12,1,46,1.0,20,-168.111,,-282.331,-137.408,UC1
103,81,1,0,1,1,2,11,1,3,1,10,1,0,-1.0,0,0,0,0,1,2020-10-17 18:25:34.780817032,2,0,0,0,0,129,13,2,32,255.0,69,-168.111,,-282.331,-137.408,UC1
104,85,1,2,0,2,1,12,1,1,3,11,1,0,0.001265,0,0,0,1,0,2020-10-17 18:25:45.252927065,6,0,6,0,0,129,9,1,55,2.0,29,-168.111,,-282.331,-137.408,UC1
105,60,0,0,1,0,0,0,0,0,0,0,0,0,-1.0,9,0,27,0,1,2020-10-17 18:25:53.825817108,5,0,3,0,0,129,7,1,38,1.0,90,-168.111,,-282.331,-137.408,UC1
106,42,0,2,0,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1,2,2020-10-17 18:25:55.117818117,3,0,10,0,0,129,13,2,16,15.0,48,-168.111,,-282.331,-137.408,UC1
107,72,1,0,1,1,2,10,1,7,1,5,1,0,-1.0,6,0,18,0,1,2020-10-17 18:25:56.163878918,2,0,0,0,0,129,12,2,32,255.0,68,,,-282.331,-137.408,UC1
108,208,1,2,0,2,1,4,1,1,7,3,1,0,0.000736,0,0,0,0,1,2020-10-17 18:26:01.920806885,7,0,1,0,0,129,3,1,33,8.0,79,,,-282.331,-137.408,UC1
109,72,1,0,1,1,2,10,1,10,1,5,1,0,-1.0,3,0,48,0,1,2020-10-17 18:26:06.776890993,1,0,7,0,0,129,13,1,58,1.0,42,,,-282.331,-137.408,UC1
